,ID,cnt,time_A_total,time_b1,time_b2,time_B_total,time_start,time_end,time_solving,time_total,time_answer,time_not_answer,time_solving_2,events_num,avg_time_btw_events,sequence,length,credit,OECD
6977,CAN000054513579,CAN,0,0,0,0,16.3,2.8,15,34.1,0,15,15,4,3.75,NA,0,0,1
6978,CAN000073317898,CAN,23.6,0,0,0,20.3,3,38.8,62.1,23.6,15.2,38.8,7,5.542857143,a,1,0,1
6979,CAN000073317886,CAN,0,10.1,0,10.1,11.3,2.4,10.1,23.8,10.1,0,10.1,4,2.525,b,1,0,1
6980,CAN000073317885,CAN,1.7,6.9,8.6,15.5,59,4.1,25.5,88.6,17.2,8.3,25.5,19,1.342105263,bab,3,1,1
6981,CAN000086421051,CAN,0,0,0,0,23.2,11.6,253.7,288.5,0,253.7,253.7,7,36.24285714,NA,0,0,1
6982,CAN000086421050,CAN,0,22.6,0,22.6,16.8,2.9,22.6,42.3,22.6,0,22.6,5,4.52,b,1,0,1
6983,CAN000086421048,CAN,0,38.1,0,38.1,51.5,2.5,38.1,92.1,38.1,0,38.1,4,9.525,b,1,0,1
6984,CAN000086421054,CAN,10.4,10.8,0,10.8,17.3,2.9,22.7,42.9,21.2,1.5,22.7,8,2.8375,ab,2,1,1
6985,CAN000015903982,CAN,0,0,0,0,0,0,0,11.9,0,11.9,11.9,0,NA,NA,0,0,1
6986,CAN000015903984,CAN,0,0,0,0,34.2,3.5,39.5,77.2,0,39.5,39.5,16,2.46875,NA,0,0,1
6987,CAN000002100497,CAN,0,0,0,0,20.3,2.7,27.5,50.5,0,27.5,27.5,3,9.166666667,NA,0,0,1
6988,CAN000076418643,CAN,0,5.2,16.7,21.9,15.5,3.1,23.6,42.2,21.9,1.7,23.6,9,2.622222222,bb,2,0,1
6989,CAN000076418644,CAN,0,20.1,0,20.1,30.1,4.8,20.1,55,20.1,0,20.1,4,5.025,b,1,0,1
6990,CAN000005901292,CAN,0,0,0,0,15.1,2.9,10.1,28.1,0,10.1,10.1,3,3.366666667,NA,0,0,1
6991,CAN000005901281,CAN,40.7,7.8,0,7.8,23.7,2.4,65.3,91.4,48.5,16.8,65.3,19,3.436842105,ab,2,1,1
6992,CAN000005901271,CAN,7.2,5.4,12.6,18,20.7,2.8,50.4,73.9,25.2,25.2,50.4,26,1.938461538,abb,3,1,1
6993,CAN000072117627,CAN,34.8,11.9,0,11.9,5.7,9,48.8,63.5,46.7,2.1,48.8,8,6.1,ab,2,1,1
6994,CAN000072117648,CAN,0,0,0,0,0,0,0,24.9,0,24.9,24.9,0,NA,NA,0,0,1
6995,CAN000072117629,CAN,11.6,13.4,0,13.4,19.9,5.8,26.2,51.9,25,1.2,26.2,8,3.275,ab,2,1,1
6996,CAN000043110613,CAN,0,0,0,0,13.9,5.3,21.4,40.6,0,21.4,21.4,3,7.133333333,NA,0,0,1
6997,CAN000043110609,CAN,0,15.2,0,15.2,38.9,3.6,15.2,57.7,15.2,0,15.2,4,3.8,b,1,0,1
6998,CAN000043110612,CAN,5,5.5,16.6,22.1,14.3,2.9,29.5,46.7,27.1,2.4,29.5,15,1.966666667,bab,3,1,1
6999,CAN000069617012,CAN,11.2,3,3.4,6.4,23.2,2.5,20.8,46.5,17.6,3.2,20.8,17,1.223529412,abab,4,1,1
7000,CAN000069617022,CAN,0,0,0,0,22.4,3,21.6,47,0,21.6,21.6,3,7.2,NA,0,0,1
7001,CAN000027306818,CAN,0,0,0,0,9.7,8.1,9.6,27.4,0,9.6,9.6,3,3.2,NA,0,0,1
7002,CAN000027306815,CAN,14.5,4.9,14.4,19.3,9.4,2.7,35.5,47.6,33.8,1.7,35.5,13,2.730769231,bab,3,1,1
7003,CAN000055413753,CAN,0,0,0,0,40.4,3.7,10.2,54.3,0,10.2,10.2,3,3.4,NA,0,0,1
7004,CAN000016404098,CAN,0,14.5,0,14.5,21.3,2.5,14.5,38.3,14.5,0,14.5,4,3.625,b,1,0,1
7005,CAN000016404099,CAN,0,0,0,0,25.1,3.3,24.5,52.9,0,24.5,24.5,3,8.166666667,NA,0,0,1
7006,CAN000016404103,CAN,0,0,0,0,22.1,4,45,71.1,0,45,45,3,15,NA,0,0,1
7007,CAN000000600149,CAN,3.2,0,0,0,13.9,2.8,26.6,43.3,3.2,23.4,26.6,13,2.046153846,a,1,0,1
7008,CAN000000600138,CAN,4.3,19.5,11.6,31.1,12.7,4.7,41,58.4,35.4,5.6,41,18,2.277777778,bab,3,1,1
7009,CAN000001900458,CAN,16.9,7.4,10.7,18.1,8.1,3,43.6,54.7,35,8.6,43.6,25,1.744,abab,4,1,1
7010,CAN000001900447,CAN,17.4,3.7,5.3,9,14.9,2.5,29,46.4,26.4,2.6,29,17,1.705882353,abab,4,1,1
7011,CAN000037009121,CAN,0,0,0,0,13.2,3.1,36.8,53.1,0,36.8,36.8,3,12.26666667,NA,0,0,1
7012,CAN000037009114,CAN,22.4,0,0,0,16.6,2.7,36.2,55.5,22.4,13.8,36.2,13,2.784615385,a,1,0,1
7013,CAN000037009116,CAN,0,0,0,0,15.6,13.9,27,56.5,0,27,27,6,4.5,NA,0,0,1
7014,CAN000088521538,CAN,0,0,0,0,23.8,5.6,9.6,39,0,9.6,9.6,3,3.2,NA,0,0,1
7015,CAN000047111467,CAN,0,0,0,0,35.7,3.4,15.9,55,0,15.9,15.9,8,1.9875,NA,0,0,1
7016,CAN000047111485,CAN,18.7,12.3,0,12.3,12.6,2.6,32.9,48.1,31,1.9,32.9,10,3.29,ab,2,1,1
7017,CAN000054413558,CAN,20.3,33.1,0,33.1,27.6,2.8,58.4,88.8,53.4,5,58.4,8,7.3,ab,2,1,1
7018,CAN000054413543,CAN,0,0,0,0,12.8,2.3,16.6,31.7,0,16.6,16.6,4,4.15,NA,0,0,1
7019,CAN000018704678,CAN,25.6,13,0,13,15.4,2.9,41.6,59.9,38.6,3,41.6,10,4.16,ab,2,1,1
7020,CAN000037409204,CAN,0,0,0,0,19.8,3.2,17.1,40.1,0,17.1,17.1,4,4.275,NA,0,0,1
7021,CAN000037409220,CAN,0,0,0,0,8.9,2.8,31.8,43.5,0,31.8,31.8,6,5.3,NA,0,0,1
7022,CAN000037909320,CAN,0,0,0,0,14.1,2.7,19.3,36.1,0,19.3,19.3,3,6.433333333,NA,0,0,1
7023,CAN000037909336,CAN,0,0,0,0,12,3.2,27.9,43.1,0,27.9,27.9,3,9.3,NA,0,0,1
7024,CAN000036108943,CAN,0,0,0,0,0,0,0,3.9,0,3.9,3.9,0,NA,NA,0,0,1
7025,CAN000036108962,CAN,0,0,0,0,21.3,2.7,22.7,46.7,0,22.7,22.7,4,5.675,NA,0,0,1
7026,CAN000030607524,CAN,0,0,0,0,5.8,3.1,69.4,78.3,0,69.4,69.4,6,11.56666667,NA,0,0,1
7027,CAN000030607536,CAN,0,0,0,0,22.4,4.8,3,30.2,0,3,3,3,1,NA,0,0,1
7028,CAN000024206045,CAN,8.4,10.4,0,10.4,12.8,3,39.2,55,18.8,20.4,39.2,12,3.266666667,ab,2,1,1
7029,CAN000024206038,CAN,15.9,7.6,30.7,38.3,15.1,2.2,82.7,100,54.2,28.5,82.7,20,4.135,bab,3,1,1
7030,CAN000024206058,CAN,0,30.1,0,30.1,15,3.9,30.1,49,30.1,0,30.1,4,7.525,b,1,0,1
7031,CAN000066816443,CAN,0,23.9,0,23.9,6.4,3.3,23.9,33.6,23.9,0,23.9,8,2.9875,b,1,0,1
7032,CAN000066816433,CAN,9.7,16.6,9.8,26.4,26.6,3.2,84.6,114.4,36.1,48.5,84.6,30,2.82,abb,3,1,1
7033,CAN000066816449,CAN,0,6.3,0,6.3,13,7.2,6.3,26.5,6.3,0,6.3,4,1.575,b,1,0,1
7034,CAN000067116503,CAN,50.5,5,11,16,23,2.6,71.3,96.9,66.5,4.8,71.3,17,4.194117647,abab,4,1,1
7035,CAN000067116486,CAN,0,0,0,0,14.3,3,20.9,38.2,0,20.9,20.9,3,6.966666667,NA,0,0,1
7036,CAN000067116499,CAN,0,21.6,0,21.6,20.1,3.1,21.6,44.8,21.6,0,21.6,4,5.4,b,1,0,1
7037,CAN000003900919,CAN,0,0,0,0,9.4,4.3,18.6,32.3,0,18.6,18.6,5,3.72,NA,0,0,1
7038,CAN000003900925,CAN,23.1,0,0,0,19.2,2.7,34.1,56,23.1,11,34.1,12,2.841666667,a,1,0,1
7039,CAN000032808190,CAN,18.2,25.7,0,25.7,9.4,3,46.1,58.5,43.9,2.2,46.1,8,5.7625,ab,2,1,1
7040,CAN000032808184,CAN,5.2,3.9,18.7,22.6,5.4,3,30.2,38.6,27.8,2.4,30.2,13,2.323076923,bab,3,1,1
7041,CAN000079719415,CAN,4.7,9.3,30.4,39.7,20.6,5.4,46.7,72.7,44.4,2.3,46.7,13,3.592307692,bab,3,1,1
7042,CAN000079719407,CAN,7.5,6.9,11.5,18.4,21.6,2.8,64.7,89.1,25.9,38.8,64.7,25,2.588,abab,4,1,1
7043,CAN000040509907,CAN,39.4,15.2,0,15.2,8.5,2.7,57.3,68.5,54.6,2.7,57.3,8,7.1625,ab,2,1,1
7044,CAN000040509898,CAN,0,24.3,0,24.3,10.4,3,39.8,53.2,24.3,15.5,39.8,6,6.633333333,b,1,0,1
7045,CAN000040509919,CAN,19.9,0,0,0,23.3,4.4,41.9,69.6,19.9,22,41.9,11,3.809090909,a,1,0,1
7046,CAN000040509900,CAN,0,12.4,0,12.4,12,2.9,12.4,27.3,12.4,0,12.4,4,3.1,b,1,0,1
7047,CAN000053213289,CAN,0,11.6,0,11.6,12,8.7,29.6,50.3,11.6,18,29.6,13,2.276923077,b,1,0,1
7048,CAN000053213279,CAN,0,0,0,0,13,3.8,35.3,52.1,0,35.3,35.3,6,5.883333333,NA,0,0,1
7049,CAN000053213288,CAN,0,0,0,0,18.6,3,24.9,46.5,0,24.9,24.9,3,8.3,NA,0,0,1
7050,CAN000005201115,CAN,0,19.5,0,19.5,19,2.6,19.5,41.1,19.5,0,19.5,4,4.875,b,1,0,1
7051,CAN000000800203,CAN,0,0,0,0,11.2,2.6,14.7,28.5,0,14.7,14.7,3,4.9,NA,0,0,1
7052,CAN000000800195,CAN,0,8.4,9.9,18.3,20,2.6,44.3,66.9,18.3,26,44.3,15,2.953333333,bb,2,0,1
7053,CAN000061015006,CAN,0,0,0,0,24.2,2.4,15.4,42,0,15.4,15.4,3,5.133333333,NA,0,0,1
7054,CAN000061015026,CAN,0,0,0,0,24.2,22.5,0.1,46.8,0,0.1,0.1,3,0.033333333,NA,0,0,1
7055,CAN000009502042,CAN,0,0,0,0,22.5,2.8,59.8,85.1,0,59.8,59.8,4,14.95,NA,0,0,1
7056,CAN000087221229,CAN,16.1,6.5,0,6.5,22.4,9,23.8,55.2,22.6,1.2,23.8,8,2.975,ab,2,1,1
7057,CAN000002500590,CAN,0,0,0,0,29.5,4.5,10.9,44.9,0,10.9,10.9,3,3.633333333,NA,0,0,1
7058,CAN000002500600,CAN,0,14.4,0,14.4,12.9,7.8,14.4,35.1,14.4,0,14.4,4,3.6,b,1,0,1
7059,CAN000060114834,CAN,0,0,0,0,31.6,12.8,5.5,49.9,0,5.5,5.5,3,1.833333333,NA,0,0,1
7060,CAN000013403253,CAN,13.7,6.9,9.8,16.7,22.7,4.2,33.6,60.5,30.4,3.2,33.6,17,1.976470588,abab,4,1,1
7061,CAN000016003999,CAN,0,25.5,0,25.5,26.5,4.5,25.5,56.5,25.5,0,25.5,4,6.375,b,1,0,1
7062,CAN000047211498,CAN,0,0,0,0,9.8,2.4,10.7,22.9,0,10.7,10.7,6,1.783333333,NA,0,0,1
7063,CAN000047211514,CAN,0,0,0,0,23.3,4.5,15.4,43.2,0,15.4,15.4,3,5.133333333,NA,0,0,1
7064,CAN000047211493,CAN,0,24.8,0,24.8,31.3,3.5,24.8,59.6,24.8,0,24.8,4,6.2,b,1,0,1
7065,CAN000024106031,CAN,32.1,6.9,12,18.9,29.6,3,67.9,100.5,51,16.9,67.9,21,3.233333333,abab,4,1,1
7066,CAN000024106027,CAN,0,10.1,0,10.1,25.1,3.6,10.1,38.8,10.1,0,10.1,4,2.525,b,1,0,1
7067,CAN000086521077,CAN,0,24.4,0,24.4,23.9,2.5,24.4,50.8,24.4,0,24.4,4,6.1,b,1,0,1
7068,CAN000031607792,CAN,19.9,7,0,7,22.9,3.1,28.2,54.2,26.9,1.3,28.2,8,3.525,ab,2,1,1
7069,CAN000031607781,CAN,0,17.2,0,17.2,22.4,3.1,17.2,42.7,17.2,0,17.2,4,4.3,b,1,0,1
7070,CAN000031607788,CAN,0,0,0,0,16.5,5,45.6,67.1,0,45.6,45.6,3,15.2,NA,0,0,1
7071,CAN000009902269,CAN,0,0,0,0,22.7,4.6,15.4,42.7,0,15.4,15.4,3,5.133333333,NA,0,0,1
7072,CAN000009902262,CAN,4.2,12.5,19.6,32.1,18.7,3.3,51.4,73.4,36.3,15.1,51.4,18,2.855555556,bab,3,1,1
7073,CAN000030207458,CAN,3.3,6.1,26.6,32.7,20.4,6.2,38,64.6,36,2,38,13,2.923076923,bab,3,1,1
7074,CAN000004000943,CAN,0,0,0,0,22.6,2.9,14.3,39.8,0,14.3,14.3,3,4.766666667,NA,0,0,1
7075,CAN000004000954,CAN,5.4,0,0,0,36.9,2.1,45.2,84.2,5.4,39.8,45.2,13,3.476923077,a,1,0,1
7076,CAN000081719888,CAN,0,24.2,0,24.2,12.2,3.8,24.2,40.2,24.2,0,24.2,4,6.05,b,1,0,1
7077,CAN000081719899,CAN,0,0,0,0,4.6,10.7,8.5,23.8,0,8.5,8.5,3,2.833333333,NA,0,0,1
7078,CAN000045611160,CAN,14,5.6,0,5.6,18.5,3.5,27,49,19.6,7.4,27,16,1.6875,aab,3,1,1
7079,CAN000045611175,CAN,0,0,0,0,5.2,16.5,3.9,25.6,0,3.9,3.9,3,1.3,NA,0,0,1
7080,CAN000045611155,CAN,24,10.9,0,10.9,1.8,2.6,35.6,40,34.9,0.7,35.6,8,4.45,ab,2,1,1
7081,CAN000087021192,CAN,12,6.1,25.6,31.7,22.5,3.1,50.8,76.4,43.7,7.1,50.8,18,2.822222222,baaaaab,7,1,1
7082,CAN000059614743,CAN,21.9,10.2,0,10.2,18.8,3,49.7,71.5,32.1,17.6,49.7,13,3.823076923,ab,2,1,1
7083,CAN000059614730,CAN,90.4,0,0,0,5.2,4.2,131.2,140.6,90.4,40.8,131.2,15,8.746666667,aa,2,0,1
7084,CAN000062015303,CAN,0,10.2,0,10.2,26.7,2.4,10.2,39.3,10.2,0,10.2,4,2.55,b,1,0,1
7085,CAN000055013699,CAN,0,0,0,0,15.3,4,23.4,42.7,0,23.4,23.4,3,7.8,NA,0,0,1
7086,CAN000012603046,CAN,0,0,0,0,15.5,3.4,42,60.9,0,42,42,11,3.818181818,NA,0,0,1
7087,CAN000012603029,CAN,4,21,23.7,44.7,26.7,1.6,50.2,78.5,48.7,1.5,50.2,13,3.861538462,bab,3,1,1
7088,CAN000012603032,CAN,23.5,7.8,6.9,14.7,44.9,4.6,58.6,108.1,38.2,20.4,58.6,24,2.441666667,abb,3,1,1
7089,CAN000007101517,CAN,0,0,0,0,17,3,20.1,40.1,0,20.1,20.1,3,6.7,NA,0,0,1
7090,CAN000054313536,CAN,27.2,14.9,0,14.9,20,2.8,43.8,66.6,42.1,1.7,43.8,8,5.475,ab,2,1,1
7091,CAN000054313525,CAN,13.5,8.5,0,8.5,9,4.3,23.1,36.4,22,1.1,23.1,8,2.8875,ab,2,1,1
7092,CAN000054313531,CAN,5.5,15.1,21.4,36.5,20.5,4.1,47,71.6,42,5,47,15,3.133333333,bab,3,1,1
7093,CAN000038309415,CAN,0,0,0,0,26.6,3,11.7,41.3,0,11.7,11.7,3,3.9,NA,0,0,1
7094,CAN000072917809,CAN,0,0,0,0,17.8,5.8,36.5,60.1,0,36.5,36.5,3,12.16666667,NA,0,0,1
7095,CHL000010903341,CHL,0,0,0,0,28.1,3.2,13.7,45,0,13.7,13.7,4,3.425,NA,0,0,1
7096,CHL000020006162,CHL,0,0,0,0,34.7,17,8.4,60.1,0,8.4,8.4,3,2.8,NA,0,0,1
7097,CHL000020006164,CHL,0,0,0,0,16.2,2.9,22,41.1,0,22,22,3,7.333333333,NA,0,0,1
7098,CHL000007502214,CHL,0,0,0,0,53,4.9,38.9,96.8,0,38.9,38.9,2,19.45,NA,0,0,1
7099,CHL000002300693,CHL,0,0,0,0,0,0,0,20.1,0,20.1,20.1,0,NA,NA,0,0,1
7100,CHL000002300694,CHL,0,0,0,0,4.4,6,9.3,19.7,0,9.3,9.3,4,2.325,NA,0,0,1
7101,CHL000019706084,CHL,0,0,0,0,54.2,52.8,9.2,116.2,0,9.2,9.2,3,3.066666667,NA,0,0,1
7102,CHL000002500737,CHL,0,31.5,0,31.5,52.6,3.4,31.5,87.5,31.5,0,31.5,4,7.875,b,1,0,1
7103,CHL000002500765,CHL,0,0,0,0,20,5.5,5.2,30.7,0,5.2,5.2,3,1.733333333,NA,0,0,1
7104,CHL000002500758,CHL,17.8,11.4,20.2,31.6,24.4,7.7,53,85.1,49.4,3.6,53,17,3.117647059,abab,4,1,1
7105,CHL000013104048,CHL,0,0,0,0,15,4.1,49.7,68.8,0,49.7,49.7,3,16.56666667,NA,0,0,1
7106,CHL000013104060,CHL,0,0,0,0,41.2,5,25.5,71.7,0,25.5,25.5,4,6.375,NA,0,0,1
7107,CHL000013104066,CHL,0,116.7,0,116.7,66.7,4.3,116.7,187.7,116.7,0,116.7,4,29.175,b,1,0,1
7108,CHL000013104058,CHL,0,0,0,0,55.3,16.4,21.4,93.1,0,21.4,21.4,9,2.377777778,NA,0,0,1
7109,CHL000001900549,CHL,0,14.3,0,14.3,34.8,3.9,14.3,53,14.3,0,14.3,4,3.575,b,1,0,1
7110,CHL000001900554,CHL,0,0,0,0,10.1,10.4,14.4,34.9,0,14.4,14.4,4,3.6,NA,0,0,1
7111,CHL000001900543,CHL,0,67.9,0,67.9,25.4,4.7,67.9,98,67.9,0,67.9,5,13.58,b,1,0,1
7112,CHL000001900546,CHL,33.9,6.3,6.7,13,14.5,7.3,53,74.8,46.9,6.1,53,13,4.076923077,abb,3,1,1
7113,CHL000016004973,CHL,5.3,9.7,20.3,30,9.1,3.8,40.9,53.8,35.3,5.6,40.9,13,3.146153846,bab,3,1,1
7114,CHL000016004995,CHL,41.1,0,0,0,16.4,4.2,60.9,81.5,41.1,19.8,60.9,7,8.7,a,1,0,1
7115,CHL000016004960,CHL,0,0,0,0,0,0,0,4.6,0,4.6,4.6,0,NA,NA,0,0,1
7116,CHL000012003691,CHL,33.3,10.5,0,10.5,24.4,3.2,45.3,72.9,43.8,1.5,45.3,8,5.6625,ab,2,1,1
7117,CHL000012003682,CHL,0,0,0,0,33.8,8.7,20.6,63.1,0,20.6,20.6,3,6.866666667,NA,0,0,1
7118,CHL000012003680,CHL,0,0,0,0,69.2,3.3,21.1,93.6,0,21.1,21.1,3,7.033333333,NA,0,0,1
7119,CHL000012303778,CHL,0,0,0,0,41,6.7,33.4,81.1,0,33.4,33.4,8,4.175,NA,0,0,1
7120,CHL000002000591,CHL,0,0,0,0,28.7,28.9,28.9,86.5,0,28.9,28.9,4,7.225,NA,0,0,1
7121,CHL000002000597,CHL,0,0,0,0,7.9,5.7,5.8,19.4,0,5.8,5.8,3,1.933333333,NA,0,0,1
7122,CHL000002000599,CHL,0,0,0,0,29.2,3.1,13.7,46,0,13.7,13.7,3,4.566666667,NA,0,0,1
7123,CHL000002600793,CHL,0,0,0,0,0,0,0,4.9,0,4.9,4.9,0,NA,NA,0,0,1
7124,CHL000002600783,CHL,20.6,0,0,0,25.4,3.7,29.8,58.9,20.6,9.2,29.8,9,3.311111111,a,1,0,1
7125,CHL000002200657,CHL,0,19,0,19,25,3.2,19,47.2,19,0,19,4,4.75,b,1,0,1
7126,CHL000020406285,CHL,0,0,0,0,27.3,3.6,18.7,49.6,0,18.7,18.7,3,6.233333333,NA,0,0,1
7127,CHL000020406299,CHL,0,25.4,0,25.4,24.3,5.3,25.4,55,25.4,0,25.4,4,6.35,b,1,0,1
7128,CHL000020406295,CHL,0,0,0,0,82,4.7,32.9,119.6,0,32.9,32.9,3,10.96666667,NA,0,0,1
7129,CHL000014904678,CHL,0,0,0,0,14.5,1.9,52.1,68.5,0,52.1,52.1,4,13.025,NA,0,0,1
7130,CHL000014904662,CHL,0,0,0,0,23.3,2.6,14.3,40.2,0,14.3,14.3,3,4.766666667,NA,0,0,1
7131,CHL000014904671,CHL,0,0,0,0,19,3.7,21.7,44.4,0,21.7,21.7,11,1.972727273,NA,0,0,1
7132,CHL000010803308,CHL,0,10.1,24.3,34.4,37.5,2.8,40.5,80.8,34.4,6.1,40.5,12,3.375,bb,2,0,1
7133,CHL000010803303,CHL,0,0,0,0,28,3.6,28.5,60.1,0,28.5,28.5,3,9.5,NA,0,0,1
7134,CHL000010803323,CHL,0,0,0,0,24.9,18.9,34.8,78.6,0,34.8,34.8,3,11.6,NA,0,0,1
7135,CHL000015804900,CHL,0,0,0,0,36,4.4,22.4,62.8,0,22.4,22.4,6,3.733333333,NA,0,0,1
7136,CHL000009302842,CHL,0,0,0,0,89.9,239.4,16.6,345.9,0,16.6,16.6,3,5.533333333,NA,0,0,1
7137,CHL000009302838,CHL,0,0,0,0,14.3,3.1,22.4,39.8,0,22.4,22.4,3,7.466666667,NA,0,0,1
7138,CHL000004701345,CHL,3.2,0,0,0,27.3,3.4,29.7,60.4,3.2,26.5,29.7,31,0.958064516,a,1,0,1
7139,CHL000004701344,CHL,0,0,0,0,25.5,3.8,54.6,83.9,0,54.6,54.6,4,13.65,NA,0,0,1
7140,CHL000014504544,CHL,23.8,7.8,0,7.8,13.3,2.5,32.5,48.3,31.6,0.9,32.5,8,4.0625,ab,2,1,1
7141,CHL000001300398,CHL,0,33.9,0,33.9,86.9,4.2,33.9,125,33.9,0,33.9,4,8.475,b,1,0,1
7142,CHL000001300415,CHL,0,0,0,0,32.5,2.9,25.4,60.8,0,25.4,25.4,3,8.466666667,NA,0,0,1
7143,CHL000001300414,CHL,0,0,0,0,23.2,2.9,32.7,58.8,0,32.7,32.7,3,10.9,NA,0,0,1
7144,CHL000016205062,CHL,0,28.5,0,28.5,45.5,4.9,28.5,78.9,28.5,0,28.5,4,7.125,b,1,0,1
7145,CHL000016205036,CHL,0,32.7,0,32.7,32.3,2.9,32.7,67.9,32.7,0,32.7,4,8.175,b,1,0,1
7146,CHL000016205045,CHL,0,0,0,0,16.7,4.7,15.4,36.8,0,15.4,15.4,4,3.85,NA,0,0,1
7147,CHL000007002039,CHL,0,0,0,0,38.4,2.9,11.2,52.5,0,11.2,11.2,3,3.733333333,NA,0,0,1
7148,CHL000007002061,CHL,0,39.1,0,39.1,41.8,3.5,39.1,84.4,39.1,0,39.1,5,7.82,b,1,0,1
7149,CHL000004501282,CHL,0,0,0,0,33,11.7,12.7,57.4,0,12.7,12.7,4,3.175,NA,0,0,1
7150,CHL000004501273,CHL,0,28.7,0,28.7,52.2,6.4,28.7,87.3,28.7,0,28.7,4,7.175,b,1,0,1
7151,CHL000004501295,CHL,0,0,0,0,25.7,3.8,31.5,61,0,31.5,31.5,3,10.5,NA,0,0,1
7152,CHL000017705519,CHL,0,12.8,0,12.8,33.1,3.7,12.8,49.6,12.8,0,12.8,4,3.2,b,1,0,1
7153,CHL000017705524,CHL,0,0,0,0,0,0,0,60.3,0,60.3,60.3,0,NA,NA,0,0,1
7154,CHL000004901432,CHL,0,0,0,0,12.1,3.6,23.5,39.2,0,23.5,23.5,6,3.916666667,NA,0,0,1
7155,CHL000004901436,CHL,0,0,0,0,7.3,8.7,11.9,27.9,0,11.9,11.9,5,2.38,NA,0,0,1
7156,CHL000004901431,CHL,0,10.1,0,10.1,20,2.7,10.1,32.8,10.1,0,10.1,4,2.525,b,1,0,1
7157,CHL000017605515,CHL,0,0,0,0,4.9,3.6,7.9,16.4,0,7.9,7.9,4,1.975,NA,0,0,1
7158,CHL000009002740,CHL,0,0,0,0,2.4,4,7.5,13.9,0,7.5,7.5,3,2.5,NA,0,0,1
7159,CHL000009002763,CHL,0,0,0,0,9,3.9,22.6,35.5,0,22.6,22.6,3,7.533333333,NA,0,0,1
7160,CHL000009002737,CHL,0,0,0,0,0,0,0,7.8,0,7.8,7.8,0,NA,NA,0,0,1
7161,CHL000016705250,CHL,0,0,0,0,46.9,8.6,12.5,68,0,12.5,12.5,4,3.125,NA,0,0,1
7162,CHL000016705223,CHL,0,0,0,0,17.1,4.5,7.4,29,0,7.4,7.4,4,1.85,NA,0,0,1
7163,CHL000013604229,CHL,0,0,0,0,28.6,7.4,5.7,41.7,0,5.7,5.7,3,1.9,NA,0,0,1
7164,CHL000013604227,CHL,0,0,0,0,27.7,3.8,22.2,53.7,0,22.2,22.2,7,3.171428571,NA,0,0,1
7165,CHL000007102071,CHL,0,0,0,0,14.2,6.6,30.4,51.2,0,30.4,30.4,3,10.13333333,NA,0,0,1
7166,CHL000007102088,CHL,0,0,0,0,18.9,22.5,23,64.4,0,23,23,5,4.6,NA,0,0,1
7167,CHL000007102087,CHL,24.3,0,0,0,20.2,6.9,39.1,66.2,24.3,14.8,39.1,7,5.585714286,a,1,0,1
7168,CHL000003100931,CHL,0,7,0,7,23.2,4.5,11.7,39.4,7,4.7,11.7,6,1.95,b,1,0,1
7169,CHL000003100932,CHL,0,15.8,0,15.8,20.4,3.8,63.7,87.9,15.8,47.9,63.7,8,7.9625,b,1,0,1
7170,CHL000020306247,CHL,0,0,0,0,24.2,13,12.9,50.1,0,12.9,12.9,3,4.3,NA,0,0,1
7171,CHL000020306262,CHL,0,0,0,0,27.8,3.4,9,40.2,0,9,9,3,3,NA,0,0,1
7172,CHL000020306259,CHL,5.6,31.6,0,31.6,14.1,4.1,112.5,130.7,37.2,75.3,112.5,15,7.5,ab,2,1,1
7173,CHL000017505499,CHL,0,0,0,0,0,0,0,14.2,0,14.2,14.2,0,NA,NA,0,0,1
7174,CHL000006601967,CHL,0,0,0,0,13,4.6,4.6,22.2,0,4.6,4.6,3,1.533333333,NA,0,0,1
7175,CHL000006601973,CHL,0,0,0,0,26.2,3.2,6.1,35.5,0,6.1,6.1,3,2.033333333,NA,0,0,1
7176,CHL000006001747,CHL,0,0,0,0,75.8,4.3,28.5,108.6,0,28.5,28.5,4,7.125,NA,0,0,1
7177,CHL000006001769,CHL,0,0,0,0,24.6,8.5,16.9,50,0,16.9,16.9,3,5.633333333,NA,0,0,1
7178,CHL000006001756,CHL,0,0,0,0,34.9,3.4,12.3,50.6,0,12.3,12.3,3,4.1,NA,0,0,1
7179,CHL000000300105,CHL,0,15.7,0,15.7,32.8,2.9,15.7,51.4,15.7,0,15.7,4,3.925,b,1,0,1
7180,CHL000000300084,CHL,0,0,0,0,11.8,6.7,9.3,27.8,0,9.3,9.3,3,3.1,NA,0,0,1
7181,CHL000001100357,CHL,0,0,0,0,21.9,3.8,11.8,37.5,0,11.8,11.8,3,3.933333333,NA,0,0,1
7182,CHL000001100361,CHL,0,0,0,0,29.9,18.7,11.9,60.5,0,11.9,11.9,3,3.966666667,NA,0,0,1
7183,CHL000005701677,CHL,0,12.3,0,12.3,29.7,3.4,12.3,45.4,12.3,0,12.3,4,3.075,b,1,0,1
7184,CHL000005701678,CHL,0,0,0,0,20.4,3.8,22.9,47.1,0,22.9,22.9,4,5.725,NA,0,0,1
7185,CHL000012703902,CHL,6.9,17.6,0,17.6,18.1,2.8,39.6,60.5,24.5,15.1,39.6,12,3.3,ab,2,1,1
7186,CHL000012703915,CHL,0,0,0,0,9.4,2.9,26.8,39.1,0,26.8,26.8,3,8.933333333,NA,0,0,1
