stu_id,credit,sequence,length
CZE000002300357,0,b,1.0
CZE000009701723,0,b,1.0
CZE000009701719,0,b,1.0
CZE000024804389,0,b,1.0
CZE000024804382,0,b,1.0
CZE000024804381,0,a,1.0
CZE000017403060,1,ab,2.0
CZE000017403070,0,b,1.0
CZE000017403063,0,a,1.0
CZE000017403066,1,abab,4.0
CZE000028304997,0,b,1.0
CZE000028305010,0,ab,2.0
CZE000016802992,0,b,1.0
CZE000001100163,0,a,1.0
CZE000001100159,1,bbab,4.0
CZE000002200327,0,b,1.0
CZE000002200329,0,a,1.0
CZE000026104604,1,abab,4.0
CZE000026104599,1,ab,2.0
CZE000026104580,1,ab,2.0
CZE000028905129,0,a,1.0
CZE000028905131,1,bab,3.0
CZE000028905135,1,bab,3.0
CZE000002500425,1,ab,2.0
CZE000002500413,0,b,1.0
CZE000002500406,1,ab,2.0
CZE000002500423,1,ab,2.0
CZE000026204627,0,b,1.0
CZE000026204614,1,ab,2.0
CZE000026204616,0,b,1.0
CZE000025304493,0,b,1.0
CZE000025304482,0,b,1.0
CZE000025304494,0,bb,2.0
CZE000025304485,0,b,1.0
CZE000019803477,0,bb,2.0
CZE000019803461,0,b,1.0
CZE000019803467,1,aaaaab,6.0
CZE000019803468,0,b,1.0
CZE000019203359,1,ab,2.0
CZE000019203355,0,b,1.0
CZE000016903004,0,b,1.0
CZE000016903006,0,b,1.0
CZE000020703645,0,b,1.0
CZE000020703650,0,b,1.0
CZE000020703651,1,ab,2.0
CZE000020703654,0,b,1.0
CZE000016002872,0,b,1.0
CZE000016002886,1,bab,3.0
CZE000016002874,0,b,1.0
CZE000000400102,0,a,1.0
CZE000000400101,1,abab,4.0
CZE000000400108,1,bab,3.0
CZE000000400107,1,ab,2.0
CZE000000400110,0,b,1.0
CZE000000400103,1,ab,2.0
CZE000000400104,0,ba,2.0
CZE000027804936,0,b,1.0
CZE000027804933,1,bab,3.0
CZE000027804929,0,b,1.0
CZE000027804930,0,b,1.0
CZE000027804931,0,aa,2.0
CZE000005000911,1,bab,3.0
CZE000005000912,0,b,1.0
CZE000024004223,0,b,1.0
CZE000024004225,0,a,1.0
CZE000024004222,0,b,1.0
CZE000024004227,1,bab,3.0
CZE000000500115,0,a,1.0
CZE000000500117,0,b,1.0
CZE000004500804,0,b,1.0
CZE000004500802,0,b,1.0
CZE000004500785,1,ab,2.0
CZE000004500810,1,bab,3.0
CZE000004500800,0,b,1.0
CZE000018903319,0,b,1.0
CZE000018903332,1,bab,3.0
CZE000018903330,1,ab,2.0
CZE000018903333,1,ab,2.0
CZE000018903335,0,b,1.0
CZE000011602059,0,b,1.0
CZE000011602062,0,b,1.0
CZE000011602063,0,b,1.0
CZE000011602054,1,bab,3.0
CZE000011602064,0,b,1.0
CZE000020503614,0,b,1.0
CZE000025404505,0,ab,2.0
CZE000025404503,0,b,1.0
CZE000025404500,0,b,1.0
CZE000023904210,0,b,1.0
CZE000023904217,1,abab,4.0
CZE000023904215,1,ab,2.0
CZE000023404088,1,bab,3.0
CZE000023404083,0,b,1.0
CZE000023404085,1,abab,4.0
CZE000023404082,0,b,1.0
CZE000023404084,0,a,1.0
CZE000021203760,0,b,1.0
CZE000021203752,1,bab,3.0
CZE000021203749,1,abab,4.0
CZE000021203751,0,b,1.0
CZE000025204453,0,b,1.0
CZE000025204471,0,b,1.0
CZE000025204470,0,a,1.0
CZE000025204477,0,b,1.0
CZE000025204458,0,b,1.0
CZE000020303552,0,b,1.0
CZE000014902683,0,b,1.0
CZE000014902695,1,ab,2.0
CZE000014902688,0,a,1.0
CZE000014902673,0,b,1.0
CZE000014902689,0,b,1.0
CZE000014902690,1,abab,4.0
CZE000014902672,0,b,1.0
CZE000001200167,1,ab,2.0
CZE000001200168,1,ab,2.0
CZE000005200951,0,b,1.0
CZE000005200958,0,b,1.0
CZE000005200943,0,b,1.0
CZE000020603630,1,babab,5.0
CZE000020603622,1,bab,3.0
CZE000020603637,0,b,1.0
CZE000020603617,0,b,1.0
CZE000020603633,0,b,1.0
CZE000013302392,0,bb,2.0
CZE000012602250,0,bb,2.0
CZE000017603102,1,ab,2.0
CZE000017603100,0,a,1.0
CZE000026904770,0,b,1.0
CZE000026904769,0,b,1.0
CZE000005601022,0,b,1.0
CZE000005601036,0,b,1.0
CZE000005601017,1,ab,2.0
CZE000005601033,0,b,1.0
CZE000005601024,0,b,1.0
CZE000005601040,0,bb,2.0
CZE000005601037,1,bab,3.0
CZE000026704736,0,b,1.0
CZE000026704735,0,a,1.0
CZE000026704732,0,b,1.0
CZE000026704726,0,b,1.0
CZE000016302911,0,b,1.0
CZE000016302923,1,baaaaab,7.0
CZE000016302925,1,bab,3.0
CZE000013402410,1,bab,3.0
CZE000013402404,1,bab,3.0
CZE000013402417,0,b,1.0
CZE000013402416,1,ab,2.0
CZE000004600814,0,b,1.0
CZE000024504303,1,ab,2.0
CZE000023504100,0,b,1.0
CZE000017503089,0,a,1.0
CZE000017503087,1,bab,3.0
CZE000017503075,1,bab,3.0
CZE000017503085,0,b,1.0
CZE000011302016,0,b,1.0
CZE000011302007,1,abb,3.0
CZE000011301991,0,a,1.0
CZE000008701520,0,b,1.0
CZE000008701524,0,b,1.0
CZE000008701517,0,b,1.0
CZE000019303374,0,ab,2.0
CZE000019303362,0,a,1.0
CZE000019303361,1,ab,2.0
CZE000029405230,1,abaaaaabb,9.0
CZE000029405228,0,b,1.0
CZE000029405241,0,aa,2.0
CZE000029405229,1,bab,3.0
CZE000029405235,0,b,1.0
CZE000005801066,0,b,1.0
CZE000025804536,0,b,1.0
CZE000008001420,1,ab,2.0
CZE000008001421,0,b,1.0
CZE000027904941,1,ab,2.0
CZE000027904946,1,bab,3.0
CZE000027904940,0,b,1.0
CZE000027904947,1,bab,3.0
CZE000017203045,1,ab,2.0
CZE000017203043,1,ab,2.0
CZE000017203044,0,b,1.0
CZE000011001932,1,bab,3.0
CZE000011001935,0,b,1.0
CZE000011001927,1,abab,4.0
CZE000011001928,1,bab,3.0
CZE000011001939,1,bab,3.0
CZE000011001937,0,b,1.0
CZE000025004431,1,bab,3.0
CZE000012302208,0,b,1.0
CZE000012302209,0,b,1.0
CZE000012302191,1,ab,2.0
CZE000012302195,0,b,1.0
CZE000012302192,0,b,1.0
CZE000026604706,1,abab,4.0
CZE000026604712,1,aaaaab,6.0
CZE000026604714,0,b,1.0
CZE000026604708,0,b,1.0
CZE000026604704,0,b,1.0
CZE000026604710,0,b,1.0
CZE000006801244,1,ab,2.0
CZE000006801239,1,ab,2.0
CZE000006801250,0,b,1.0
CZE000015502798,1,ab,2.0
CZE000015502783,1,bab,3.0
CZE000015502784,0,b,1.0
CZE000015502789,0,b,1.0
CZE000015502803,1,ab,2.0
CZE000023104058,1,abab,4.0
CZE000023104051,0,a,1.0
CZE000023104049,0,b,1.0
CZE000023104053,0,b,1.0
CZE000023104052,0,b,1.0
CZE000023104057,1,ab,2.0
CZE000023104048,1,bab,3.0
CZE000024404297,0,b,1.0
CZE000024404298,1,aaaaab,6.0
CZE000024404301,0,b,1.0
CZE000024404296,0,b,1.0
CZE000002000285,0,b,1.0
CZE000002000279,0,b,1.0
CZE000002000281,0,a,1.0
CZE000002000280,0,a,1.0
CZE000014102543,0,ab,2.0
CZE000014102536,0,b,1.0
CZE000014102542,0,bb,2.0
CZE000010201816,1,bab,3.0
CZE000010201811,1,ab,2.0
CZE000010201820,0,b,1.0
CZE000010201819,1,ab,2.0
CZE000000200058,0,b,1.0
CZE000000200036,1,ab,2.0
CZE000000200049,1,bab,3.0
CZE000000200060,0,b,1.0
CZE000000200061,0,b,1.0
CZE000000200040,1,abab,4.0
CZE000015002713,0,b,1.0
CZE000015002705,0,b,1.0
CZE000015002723,1,bab,3.0
CZE000015002702,1,ab,2.0
CZE000015002717,0,b,1.0
CZE000015002715,1,ab,2.0
CZE000015002706,0,b,1.0
CZE000027204841,0,b,1.0
CZE000027204829,1,abab,4.0
CZE000027204815,1,ab,2.0
CZE000027204820,1,ab,2.0
CZE000027204836,0,b,1.0
CZE000016102899,1,ababb,5.0
CZE000016102903,1,ab,2.0
CZE000016102904,0,b,1.0
CZE000016102897,1,aaaaab,6.0
CZE000016102905,1,bab,3.0
CZE000016102898,0,b,1.0
CZE000016102895,0,b,1.0
CZE000025104441,0,b,1.0
CZE000025104436,1,abbab,5.0
CZE000025104438,0,b,1.0
CZE000025104437,1,bab,3.0
CZE000025104451,1,bab,3.0
CZE000025104443,0,b,1.0
CZE000028805111,0,b,1.0
CZE000028805115,1,bab,3.0
CZE000028805103,0,b,1.0
CZE000028805102,1,ab,2.0
CZE000028805106,1,bab,3.0
CZE000028805119,1,ab,2.0
CZE000005400980,0,b,1.0
CZE000005400977,0,bb,2.0
CZE000005400989,0,a,1.0
CZE000005400987,0,b,1.0
CZE000005400985,0,a,1.0
CZE000005400981,0,b,1.0
CZE000027304854,0,b,1.0
CZE000027304846,1,bab,3.0
CZE000002600438,1,bab,3.0
CZE000002600429,1,bab,3.0
CZE000002600435,1,babab,5.0
CZE000002600428,1,abab,4.0
CZE000002600434,1,ab,2.0
CZE000002600439,0,b,1.0
CZE000020803659,0,b,1.0
CZE000020803677,0,b,1.0
CZE000020803676,1,bab,3.0
CZE000020803657,1,ab,2.0
CZE000020803683,1,abb,3.0
CZE000027404871,0,b,1.0
CZE000027404875,0,b,1.0
CZE000027404878,0,b,1.0
CZE000027404863,1,abab,4.0
CZE000027404891,0,b,1.0
CZE000027404873,1,ab,2.0
CZE000027404887,1,ab,2.0
CZE000024204252,1,bab,3.0
CZE000024204251,1,bab,3.0
CZE000024204256,0,b,1.0
CZE000024204254,1,ab,2.0
CZE000009401666,1,bab,3.0
CZE000009401672,0,b,1.0
CZE000009401661,1,abab,4.0
CZE000009401658,1,ab,2.0
CZE000009401664,1,ab,2.0
CZE000009401659,0,a,1.0
CZE000023704170,1,bab,3.0
CZE000023704158,1,abab,4.0
CZE000023704174,0,b,1.0
CZE000023704167,1,ab,2.0
CZE000023704161,1,ab,2.0
CZE000023704168,1,ab,2.0
CZE000003700679,1,ab,2.0
CZE000003700655,1,ab,2.0
CZE000003700683,1,bab,3.0
CZE000003700660,0,b,1.0
CZE000010401854,0,b,1.0
CZE000010401856,0,b,1.0
CZE000010401859,1,ab,2.0
CZE000010401853,1,babb,4.0
CZE000010401866,0,bb,2.0
CZE000015702821,1,ab,2.0
CZE000015702828,1,abbab,5.0
CZE000015702824,1,ab,2.0
CZE000015702819,0,b,1.0
CZE000015102741,0,a,1.0
CZE000015102754,0,a,1.0
CZE000015102755,1,bab,3.0
CZE000015102731,1,abab,4.0
CZE000015102736,1,ab,2.0
CZE000007401341,0,ba,2.0
CZE000007401348,0,a,1.0
CZE000007401339,1,bab,3.0
CZE000007401338,0,b,1.0
CZE000007401325,1,ab,2.0
CZE000007401349,0,b,1.0
CZE000024904407,0,bb,2.0
CZE000024904409,0,b,1.0
CZE000024904418,1,bab,3.0
CZE000024904402,1,ab,2.0
CZE000024904417,1,bab,3.0
CZE000024904422,0,b,1.0
CZE000024904401,0,b,1.0
CZE000006001102,0,b,1.0
CZE000006001093,1,bab,3.0
CZE000006001092,0,b,1.0
CZE000006001090,1,aaaaab,6.0
CZE000006001098,0,b,1.0
CZE000006001091,1,ab,2.0
CZE000004400777,1,bab,3.0
CZE000004400770,0,b,1.0
CZE000004400764,1,ab,2.0
CZE000020403570,0,b,1.0
CZE000020403576,0,b,1.0
CZE000020403578,1,abab,4.0
CZE000020403580,1,bab,3.0
CZE000029705296,1,bab,3.0
CZE000029705308,0,ab,2.0
CZE000029705324,1,abab,4.0
CZE000029705321,1,bab,3.0
CZE000029705316,0,b,1.0
CZE000029705323,0,bb,2.0
CZE000013202387,1,ab,2.0
CZE000013202371,1,bab,3.0
CZE000013202383,1,ab,2.0
CZE000013202385,0,b,1.0
CZE000014602616,1,bab,3.0
CZE000014602622,1,ab,2.0
CZE000014602620,1,ab,2.0
CZE000014602613,0,bb,2.0
CZE000014602615,0,a,1.0
CZE000014602611,0,b,1.0
CZE000028405036,0,b,1.0
CZE000028405014,1,baaaaab,7.0
CZE000028405037,0,a,1.0
CZE000028405017,0,b,1.0
CZE000028405021,1,ab,2.0
CZE000028405034,0,b,1.0
CZE000006301178,1,bab,3.0
CZE000006301168,1,bab,3.0
CZE000006301174,1,ab,2.0
CZE000006301161,0,b,1.0
CZE000026404659,0,b,1.0
CZE000026404661,0,b,1.0
CZE000026404665,1,bab,3.0
CZE000026404671,0,b,1.0
CZE000026404666,1,ab,2.0
CZE000026404660,1,ab,2.0
CZE000024104238,1,baaaaab,7.0
CZE000024104242,1,ab,2.0
CZE000024104236,1,bab,3.0
CZE000024104232,1,babab,5.0
CZE000004800857,1,abab,4.0
CZE000004800875,1,bab,3.0
CZE000004800876,1,abab,4.0
CZE000004800878,1,bab,3.0
CZE000004800873,1,bab,3.0
CZE000004800869,1,babab,5.0
CZE000004800854,1,bab,3.0
CZE000021003730,1,bab,3.0
CZE000021003707,1,ab,2.0
CZE000021003721,0,a,1.0
CZE000021003706,1,ab,2.0
CZE000021003720,1,ababab,6.0
CZE000001800250,0,b,1.0
CZE000001800270,1,ab,2.0
CZE000001800268,1,ab,2.0
CZE000001800267,0,ba,2.0
CZE000001800251,1,bab,3.0
CZE000028505053,0,ba,2.0
CZE000028505052,1,ab,2.0
CZE000028505044,0,bb,2.0
CZE000028505057,1,bab,3.0
CZE000028505051,0,b,1.0
CZE000028505055,1,abbab,5.0
CZE000028505058,1,babab,5.0
CZE000019503411,0,b,1.0
CZE000019503398,1,ab,2.0
CZE000019503395,1,bab,3.0
CZE000019503413,1,ab,2.0
CZE000017703127,1,abab,4.0
CZE000017703107,0,bb,2.0
CZE000017703123,1,abab,4.0
CZE000017703115,1,ab,2.0
CZE000017703109,0,b,1.0
CZE000017703126,1,ab,2.0
CZE000013002342,0,b,1.0
CZE000013002349,0,b,1.0
CZE000013002347,0,b,1.0
CZE000013002338,0,b,1.0
CZE000013002346,1,babab,5.0
CZE000013002341,1,abab,4.0
CZE000012402224,1,bab,3.0
CZE000012402238,1,babab,5.0
CZE000012402233,1,bab,3.0
CZE000012402217,1,bab,3.0
CZE000012402218,1,ab,2.0
CZE000012402237,0,a,1.0
CZE000022003874,0,b,1.0
CZE000022003878,0,bb,2.0
CZE000022003869,1,ab,2.0
CZE000022003851,1,ab,2.0
CZE000022003864,0,b,1.0
CZE000022003858,0,b,1.0
CZE000011502041,0,b,1.0
CZE000011502044,1,aaaaab,6.0
CZE000011502037,1,bab,3.0
CZE000011502047,1,ab,2.0
CZE000011502048,0,b,1.0
CZE000011502035,1,bab,3.0
CZE000008201453,1,bab,3.0
CZE000008201449,0,b,1.0
CZE000008201462,1,ab,2.0
CZE000008201455,0,ba,2.0
CZE000008201452,1,abab,4.0
CZE000008201459,1,abab,4.0
CZE000007501381,0,b,1.0
CZE000007501361,0,b,1.0
CZE000007501358,0,b,1.0
CZE000007501371,1,ab,2.0
CZE000007501355,0,ab,2.0
CZE000002400402,1,bab,3.0
CZE000002400376,1,ababb,5.0
CZE000002400400,1,abab,4.0
CZE000023004025,1,ab,2.0
CZE000023004020,0,b,1.0
CZE000023004039,0,b,1.0
CZE000023004022,1,bab,3.0
CZE000023004026,1,ab,2.0
CZE000023004019,1,ab,2.0
CZE000023004031,1,bab,3.0
CZE000022503972,0,a,1.0
CZE000022503960,0,aba,3.0
CZE000022503969,1,ab,2.0
CZE000022503962,1,ab,2.0
CZE000022503967,0,b,1.0
CZE000022503968,0,b,1.0
CZE000014702652,0,bb,2.0
CZE000014702640,0,b,1.0
CZE000014702645,0,b,1.0
CZE000014702636,1,bab,3.0
CZE000014702642,1,ab,2.0
CZE000014702637,0,b,1.0
CZE000011702094,1,bab,3.0
CZE000011702082,1,ab,2.0
CZE000011702078,0,b,1.0
CZE000011702092,1,ab,2.0
CZE000021503781,1,bab,3.0
CZE000021503788,1,bab,3.0
CZE000021503797,1,bab,3.0
CZE000021503778,0,b,1.0
CZE000021503792,0,b,1.0
CZE000017003014,1,bab,3.0
CZE000017003028,1,bab,3.0
CZE000017003009,0,b,1.0
CZE000017003018,1,abb,3.0
CZE000017003025,0,b,1.0
CZE000022203943,1,bab,3.0
CZE000022203921,1,ab,2.0
CZE000022203926,1,abb,3.0
CZE000022203932,1,ab,2.0
CZE000022203940,1,abab,4.0
CZE000011201961,1,bab,3.0
CZE000011201964,1,bab,3.0
CZE000011201956,1,abab,4.0
CZE000011201969,0,ab,2.0
CZE000011201982,1,bab,3.0
CZE000011201976,1,bab,3.0
CZE000011201977,1,ab,2.0
CZE000029105168,1,abb,3.0
CZE000029105185,0,b,1.0
CZE000029105177,0,b,1.0
CZE000029105175,1,babab,5.0
CZE000029105183,1,ab,2.0
CZE000029105169,1,abab,4.0
CZE000027604917,1,bab,3.0
CZE000027604920,0,aaaaa,5.0
CZE000027604916,1,ab,2.0
CZE000027604910,0,b,1.0
CZE000027604924,0,b,1.0
CZE000027604915,0,b,1.0
CZE000027604914,1,ab,2.0
CZE000003400591,1,ab,2.0
CZE000003400611,1,ab,2.0
CZE000003400608,1,bab,3.0
CZE000003400615,1,bab,3.0
CZE000003400606,1,bab,3.0
CZE000003400605,1,abab,4.0
CZE000012902330,1,bab,3.0
CZE000012902314,0,b,1.0
CZE000012902334,1,bab,3.0
CZE000012902305,1,bab,3.0
CZE000012902325,1,ab,2.0
CZE000005701058,1,ab,2.0
CZE000005701044,0,a,1.0
CZE000005701062,1,abab,4.0
CZE000005701059,0,b,1.0
CZE000005701055,0,a,1.0
CZE000005701053,1,bab,3.0
CZE000007801410,1,bab,3.0
CZE000007801409,0,a,1.0
CZE000007801406,0,aba,3.0
CZE000007301312,0,b,1.0
CZE000007301306,0,b,1.0
CZE000007301309,1,bab,3.0
CZE000007301311,0,b,1.0
CZE000007301310,0,a,1.0
CZE000007301315,1,bab,3.0
CZE000008401471,1,ab,2.0
CZE000008401472,1,bab,3.0
CZE000008401475,1,abab,4.0
CZE000008401476,0,b,1.0
CZE000008401477,1,ab,2.0
CZE000008401474,1,bab,3.0
CZE000003300580,1,ab,2.0
CZE000003300574,0,b,1.0
CZE000003300555,0,b,1.0
CZE000003300562,1,ab,2.0
CZE000003300571,1,ab,2.0
CZE000003300559,1,abab,4.0
CZE000003300567,0,b,1.0
CZE000009301652,0,b,1.0
CZE000009301654,1,abb,3.0
CZE000009301639,0,b,1.0
CZE000009301633,1,ab,2.0
CZE000009301634,0,b,1.0
CZE000002800469,0,b,1.0
CZE000002800460,1,ab,2.0
CZE000002800477,1,bab,3.0
CZE000002800458,1,bab,3.0
CZE000002800480,0,b,1.0
CZE000029505275,0,b,1.0
CZE000029505271,1,ab,2.0
CZE000029505256,0,b,1.0
CZE000029505262,1,ab,2.0
CZE000029505255,1,ab,2.0
CZE000029505246,1,ab,2.0
CZE000029505257,0,b,1.0
CZE000018303213,0,b,1.0
CZE000018303233,1,ab,2.0
CZE000018303207,1,ab,2.0
CZE000001400190,1,ab,2.0
CZE000001400181,0,b,1.0
CZE000001400184,1,bab,3.0
CZE000001400187,0,b,1.0
CZE000003100538,0,b,1.0
CZE000003100542,0,b,1.0
CZE000003100543,1,ab,2.0
CZE000003100539,1,abab,4.0
CZE000012702277,0,a,1.0
CZE000012702269,1,bab,3.0
CZE000012702285,1,ab,2.0
CZE000012702274,0,a,1.0
CZE000022804002,0,b,1.0
CZE000022804004,1,ab,2.0
CZE000022804003,0,b,1.0
CZE000017103036,1,bab,3.0
CZE000017103038,0,b,1.0
CZE000017103030,0,a,1.0
CZE000017103037,1,abab,4.0
CZE000017103033,1,bab,3.0
CZE000020903692,0,b,1.0
CZE000020903695,1,bab,3.0
CZE000020903697,1,abaaaaab,8.0
CZE000020903687,0,b,1.0
CZE000020903686,1,abab,4.0
CZE000020903684,1,ab,2.0
CZE000014802666,0,b,1.0
CZE000014802660,0,a,1.0
CZE000014802667,0,ba,2.0
CZE000025704522,0,bb,2.0
CZE000025704525,1,abab,4.0
CZE000025704518,0,b,1.0
CZE000025704521,0,a,1.0
CZE000025704528,1,bab,3.0
CZE000016702983,1,bab,3.0
CZE000016702989,1,ab,2.0
CZE000016702988,1,ab,2.0
CZE000016702984,0,b,1.0
CZE000006401181,1,abab,4.0
CZE000006401182,1,bab,3.0
CZE000006401194,0,b,1.0
CZE000006401196,1,bab,3.0
CZE000015302772,1,abb,3.0
CZE000015302776,1,bab,3.0
CZE000011902123,1,bab,3.0
CZE000011902121,1,abb,3.0
CZE000024604328,0,b,1.0
CZE000024604317,0,a,1.0
CZE000024604314,1,bab,3.0
CZE000024604330,1,bab,3.0
CZE000024604321,0,b,1.0
CZE000004900880,1,ab,2.0
CZE000004900887,0,b,1.0
CZE000004900891,0,b,1.0
CZE000004900908,0,a,1.0
CZE000004900900,1,bab,3.0
CZE000000100020,0,b,1.0
CZE000000100011,1,abab,4.0
CZE000000100031,1,abab,4.0
CZE000000100012,1,ab,2.0
CZE000000100003,1,abab,4.0
CZE000000100018,0,b,1.0
CZE000000100006,1,bab,3.0
CZE000019703451,0,b,1.0
CZE000019703460,0,b,1.0
CZE000019703450,0,b,1.0
CZE000019703449,0,b,1.0
CZE000019703433,1,ab,2.0
CZE000024304292,0,b,1.0
CZE000024304294,0,b,1.0
CZE000024304268,1,ab,2.0
CZE000024304269,0,ab,2.0
CZE000024304290,0,b,1.0
CZE000024304281,0,aa,2.0
CZE000004700825,0,b,1.0
CZE000004700824,0,a,1.0
CZE000004700843,0,b,1.0
CZE000004700828,1,ab,2.0
CZE000013802492,1,aaaaab,6.0
CZE000013802506,0,a,1.0
CZE000013802507,1,bab,3.0
CZE000013802488,1,ab,2.0
CZE000013802497,1,ab,2.0
CZE000021703833,1,bab,3.0
CZE000021703816,1,bab,3.0
CZE000021703802,0,a,1.0
CZE000021703819,0,b,1.0
CZE000000300081,1,abab,4.0
CZE000000300092,0,b,1.0
CZE000000300080,1,ab,2.0
CZE000000300071,0,a,1.0
CZE000000300090,1,bab,3.0
CZE000000300075,1,ab,2.0
CZE000000300088,0,b,1.0
CZE000000300065,1,ab,2.0
CZE000004300753,1,ab,2.0
CZE000004300740,1,ab,2.0
CZE000004300745,0,b,1.0
CZE000005501014,1,ab,2.0
CZE000005500994,1,ab,2.0
CZE000005500997,0,b,1.0
CZE000005500999,0,b,1.0
CZE000005501007,0,b,1.0
CZE000005501008,0,b,1.0
CZE000005500996,0,b,1.0
CZE000009901758,0,b,1.0
CZE000009901761,0,b,1.0
CZE000009901760,0,b,1.0
CZE000009901755,0,b,1.0
CZE000009901753,0,b,1.0
CZE000009901770,1,ab,2.0
CZE000024704349,1,ab,2.0
CZE000024704367,0,b,1.0
CZE000024704337,1,bab,3.0
CZE000024704355,1,ab,2.0
CZE000002900508,0,a,1.0
CZE000002900505,0,b,1.0
CZE000002900517,0,b,1.0
CZE000026504699,0,b,1.0
CZE000026504685,0,b,1.0
CZE000026504678,1,bab,3.0
CZE000008601506,0,b,1.0
CZE000008601503,0,b,1.0
CZE000020203524,1,bab,3.0
CZE000020203529,0,b,1.0
CZE000023804185,0,b,1.0
CZE000023804186,1,abab,4.0
CZE000023804181,0,b,1.0
CZE000023804184,0,b,1.0
CZE000023804206,0,b,1.0
CZE000007001276,0,b,1.0
CZE000007001282,0,b,1.0
CZE000007001275,1,bab,3.0
CZE000007001286,0,b,1.0
CZE000007001265,0,b,1.0
CZE000007001264,1,abaaaaabb,9.0
CZE000025904540,0,b,1.0
CZE000025904541,0,b,1.0
CZE000025904558,1,bab,3.0
CZE000025904556,1,abab,4.0
CZE000002700454,1,bab,3.0
CZE000002700449,1,bab,3.0
CZE000002700452,0,b,1.0
CZE000002700448,1,bab,3.0
CZE000002700443,0,b,1.0
CZE000016402942,0,b,1.0
CZE000016402933,1,abab,4.0
CZE000016402936,0,b,1.0
CZE000010001793,0,a,1.0
CZE000010001778,0,b,1.0
CZE000010001781,0,b,1.0
CZE000010001783,1,bab,3.0
CZE000010001782,1,abab,4.0
CZE000019403376,1,bab,3.0
CZE000019403386,0,b,1.0
CZE000019403378,1,bab,3.0
CZE000001300173,0,b,1.0
CZE000001300179,0,a,1.0
CZE000001300178,0,b,1.0
CZE000001300171,1,bab,3.0
CZE000018403240,1,ab,2.0
CZE000018403243,0,b,1.0
CZE000018403247,1,bab,3.0
CZE000018403251,1,bab,3.0
CZE000010501882,0,b,1.0
CZE000010501873,0,b,1.0
CZE000010501869,1,ab,2.0
CZE000010501871,0,b,1.0
CZE000023304079,1,ab,2.0
CZE000023304080,0,b,1.0
CZE000009201614,1,abab,4.0
CZE000009201615,1,ab,2.0
CZE000009201623,0,b,1.0
CZE000009201616,0,a,1.0
CZE000014202551,0,b,1.0
CZE000014202553,0,ab,2.0
CZE000014202564,0,b,1.0
CZE000014202563,0,b,1.0
CZE000000900141,1,ab,2.0
CZE000000900149,1,baabbab,7.0
CZE000000900153,0,b,1.0
CZE000000900152,0,b,1.0
CZE000000900144,0,b,1.0
CZE000021903845,1,ab,2.0
CZE000021903837,0,b,1.0
CZE000021903844,1,bab,3.0
CZE000021903841,0,b,1.0
CZE000021903846,0,b,1.0
CZE000015202768,0,b,1.0
CZE000015202767,0,b,1.0
CZE000015202770,1,bab,3.0
CZE000015202762,0,b,1.0
CZE000018603284,1,bab,3.0
CZE000018603283,0,b,1.0
CZE000012802300,1,ab,2.0
CZE000012802298,0,b,1.0
CZE000012802294,0,b,1.0
CZE000012802293,0,b,1.0
CZE000003500620,0,b,1.0
CZE000003500621,0,aa,2.0
CZE000028705075,0,a,1.0
CZE000028705086,1,ab,2.0
CZE000028705080,1,abab,4.0
CZE000028705083,1,abab,4.0
CZE000015602811,0,bb,2.0
CZE000015602807,1,ab,2.0
CZE000016602981,1,abab,4.0
CZE000028204986,1,bab,3.0
CZE000028104976,1,bab,3.0
CZE000028104984,1,ab,2.0
CZE000028104977,1,ab,2.0
CZE000028104983,0,b,1.0
CZE000028104978,0,b,1.0
CZE000011802112,1,baaaaab,7.0
CZE000007201297,0,b,1.0
CZE000007201296,1,ab,2.0
CZE000007201298,0,b,1.0
CZE000003900718,0,b,1.0
CZE000006201134,0,a,1.0
CZE000006201145,1,ab,2.0
CZE000006201142,0,b,1.0
CZE000005100934,1,ab,2.0
CZE000003200550,0,bb,2.0
CZE000003200551,1,ab,2.0
CZE000009801748,1,ab,2.0
CZE000009801750,1,aab,3.0
CZE000021603800,0,b,1.0
CZE000010601898,1,ab,2.0
CZE000010601889,0,b,1.0
CZE000016502975,0,b,1.0
CZE000016502948,0,b,1.0
CZE000016502952,1,ab,2.0
CZE000008801543,0,b,1.0
CZE000008801532,0,b,1.0
CZE000008801533,1,ab,2.0
CZE000022103884,0,b,1.0
CZE000022103901,0,b,1.0
CZE000022103894,1,bab,3.0
CZE000022103885,0,b,1.0
CZE000022103902,1,abab,4.0
CZE000029305216,0,b,1.0
CZE000029305218,0,b,1.0
CZE000029305220,0,b,1.0
CZE000018703302,0,b,1.0
CZE000011402031,1,ab,2.0
CZE000011402029,0,b,1.0
CZE000011402018,0,b,1.0
CZE000011402028,1,bab,3.0
CZE000018103182,0,b,1.0
CZE000018103181,0,b,1.0
CZE000018103183,0,b,1.0
CZE000018103188,0,b,1.0
CZE000004100727,1,ab,2.0
CZE000004100732,1,bab,3.0
CZE000004100726,1,ab,2.0
CZE000027504907,0,a,1.0
CZE000027504896,0,b,1.0
CZE000022703996,0,a,1.0
CZE000022703995,0,b,1.0
CZE000022703997,1,ab,2.0
CZE000019603423,0,b,1.0
CZE000029605290,0,a,1.0
CZE000029605279,0,b,1.0
CZE000029605287,0,b,1.0
CZE000021803836,0,b,1.0
CZE000006901252,1,ab,2.0
CZE000006901255,0,a,1.0
